rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,stoch1,stoch2,stoch3,stoch4,stoch5,stoch6,ema20Slope1,ema20Slope2,ema20Slope3,ema20Slope4,ema20Slope5,ema20Slope6,ema50Slope1,ema50Slope2,ema50Slope3,ema50Slope4,ema50Slope5,ema50Slope6,ema100Slope1,ema100Slope2,ema100Slope3,ema100Slope4,ema100Slope5,ema100Slope6,ema200Slope1,ema200Slope2,ema200Slope3,ema200Slope4,ema200Slope5,ema200Slope6,std1,std2,std3,std4,std5,std6,mom1,mom2,mom3,mom4,mom5,mom6,BB_up_percen1,BB_up_percen2,BB_up_percen3,BB_up_percen4,BB_up_percen5,BB_up_percen6,cci1,cci2,cci3,cci4,cci5,cci6,force1,force2,force3,force4,force5,force6,macd1,macd2,macd3,macd4,macd5,macd6,bearsPower1,bearsPower2,bearsPower3,bearsPower4,bearsPower5,bearsPower6,bullsPower1,bullsPower2,bullsPower3,bullsPower4,bullsPower5,bullsPower6,WPR1,WPR2,WPR3,WPR4,WPR5,WPR6,close1,close2,close3,close4,close5,close6,hour,dayOfWeek,tipo
26.57,27.54,42.39,51.21,45.71,46.81,12.98,20.82,36.02,38.44,37.2,36.22,-0.00203,-0.00207,-0.0004,0.00021,-0.00011,-0.00004,-0.00115,-0.00113,-0.00044,-0.00021,-0.00035,-0.00033,-0.00085,-0.00083,-0.00049,-0.00037,-0.00045,-0.00044,-1.19923,-0.00061,-0.00044,-0.00038,-0.00042,-0.00042,0.00689,0.00508,0.00255,0.00271,0.00266,0.00282,97.94,98.08,99.81,100.3,99.86,99.91,-0.24,-0.47,0.2,0.84,0.53,0.62,-284.81,-313.02,-30.27,86.75,46.5,78.72,-10.53,-35.11,-4.43,2.49,0.06,-0.22,-0.00473,-0.00344,-0.00191,-0.00177,-0.00219,-0.00235,-0.02173,-0.01854,-0.00706,-0.0021,-0.00033,-0.00015,-0.01415,0.00026,0.00576,0.00327,0.00171,0.00372,-86.63,-98.02,-74.35,-40.42,-63.68,-58.44,1.1364,1.1364,1.1364,1.1364,1.1364,1.1364,0,5,1
26.38,26.57,27.54,42.39,51.21,45.71,10.65,12.98,20.82,36.02,38.44,37.2,-0.00187,-0.00203,-0.00207,-0.0004,0.00021,-0.00011,-0.00112,-0.00115,-0.00113,-0.00044,-0.00021,-0.00035,-0.00084,-0.00085,-0.00083,-0.00049,-0.00037,-0.00045,-1.19861,-0.00062,-0.00061,-0.00044,-0.00038,-0.00042,0.00823,0.00689,0.00508,0.00255,0.00271,0.00266,98.39,97.94,98.08,99.81,100.3,99.86,-0.1,-0.24,-0.47,0.2,0.84,0.53,-182.72,-284.81,-313.02,-30.27,86.75,46.5,-6.55,-10.53,-35.11,-4.43,2.49,0.06,-0.00572,-0.00473,-0.00344,-0.00191,-0.00177,-0.00219,-0.017,-0.02173,-0.01854,-0.00706,-0.0021,-0.00033,-0.01352,-0.01415,0.00026,0.00576,0.00327,0.00171,-87.51,-86.63,-98.02,-74.35,-40.42,-63.68,1.1361,1.1361,1.1361,1.1361,1.1361,1.1361,4,5,1
24.88,26.38,26.57,27.54,42.39,51.21,11.52,10.65,12.98,20.82,36.02,38.44,-0.00194,-0.00187,-0.00203,-0.00207,-0.0004,0.00021,-0.00118,-0.00112,-0.00115,-0.00113,-0.00044,-0.00021,-0.00087,-0.00084,-0.00085,-0.00083,-0.00049,-0.00037,-1.19798,-0.00062,-0.00062,-0.00061,-0.00044,-0.00038,0.00951,0.00823,0.00689,0.00508,0.00255,0.00271,98.16,98.39,97.94,98.08,99.81,100.3,-0.05,-0.1,-0.24,-0.47,0.2,0.84,-142.72,-182.72,-284.81,-313.02,-30.27,86.75,-7.51,-6.55,-10.53,-35.11,-4.43,2.49,-0.00663,-0.00572,-0.00473,-0.00344,-0.00191,-0.00177,-0.01698,-0.017,-0.02173,-0.01854,-0.00706,-0.0021,-0.01151,-0.01352,-0.01415,0.00026,0.00576,0.00327,-94.17,-87.51,-86.63,-98.02,-74.35,-40.42,1.1335,1.1335,1.1335,1.1335,1.1335,1.1335,8,5,1
20,24.88,26.38,26.57,27.54,42.39,6.86,11.52,10.65,12.98,20.82,36.02,-0.00273,-0.00194,-0.00187,-0.00203,-0.00207,-0.0004,-0.00153,-0.00118,-0.00112,-0.00115,-0.00113,-0.00044,-0.00106,-0.00087,-0.00084,-0.00085,-0.00083,-0.00049,-1.19734,-0.00064,-0.00062,-0.00062,-0.00061,-0.00044,0.01177,0.00951,0.00823,0.00689,0.00508,0.00255,97.16,98.16,98.39,97.94,98.08,99.81,-0.14,-0.05,-0.1,-0.24,-0.47,0.2,-142.24,-142.72,-182.72,-284.81,-313.02,-30.27,-38.1,-7.51,-6.55,-10.53,-35.11,-4.43,-0.00809,-0.00663,-0.00572,-0.00473,-0.00344,-0.00191,-0.02174,-0.01698,-0.017,-0.02173,-0.01854,-0.00706,-0.00921,-0.01151,-0.01352,-0.01415,0.00026,0.00576,-99.55,-94.17,-87.51,-86.63,-98.02,-74.35,1.1232,1.1232,1.1232,1.1232,1.1232,1.1232,12,5,1
20.28,20,24.88,26.38,26.57,27.54,15.11,6.86,11.52,10.65,12.98,20.82,-0.00246,-0.00273,-0.00194,-0.00187,-0.00203,-0.00207,-0.00147,-0.00153,-0.00118,-0.00112,-0.00115,-0.00113,-0.00104,-0.00106,-0.00087,-0.00084,-0.00085,-0.00083,-1.19661,-0.00074,-0.00064,-0.00062,-0.00062,-0.00061,0.01342,0.01177,0.00951,0.00823,0.00689,0.00508,97.06,97.16,98.16,98.39,97.94,98.08,-0.03,-0.14,-0.05,-0.1,-0.24,-0.47,-143.32,-142.24,-142.72,-182.72,-284.81,-313.02,-44.77,-38.1,-7.51,-6.55,-10.53,-35.11,-0.00913,-0.00809,-0.00663,-0.00572,-0.00473,-0.00344,-0.03026,-0.02174,-0.01698,-0.017,-0.02173,-0.01854,-0.01702,-0.00921,-0.01151,-0.01352,-0.01415,0.00026,-78.83,-99.55,-94.17,-87.51,-86.63,-98.02,1.1234,1.1234,1.1234,1.1234,1.1234,1.1234,16,5,0
23.76,20.28,20,24.88,26.38,26.57,30.12,15.11,6.86,11.52,10.65,12.98,-0.00203,-0.00246,-0.00273,-0.00194,-0.00187,-0.00203,-0.00133,-0.00147,-0.00153,-0.00118,-0.00112,-0.00115,-0.00098,-0.00104,-0.00106,-0.00087,-0.00084,-0.00085,-1.19588,-0.00073,-0.00074,-0.00064,-0.00062,-0.00062,0.01434,0.01342,0.01177,0.00951,0.00823,0.00689,97.27,97.06,97.16,98.16,98.39,97.94,0.08,-0.03,-0.14,-0.05,-0.1,-0.24,-97.66,-143.32,-142.24,-142.72,-182.72,-284.81,-45.68,-44.77,-38.1,-7.51,-6.55,-10.53,-0.00967,-0.00913,-0.00809,-0.00663,-0.00572,-0.00473,-0.01843,-0.03026,-0.02174,-0.01698,-0.017,-0.02173,-0.01058,-0.01702,-0.00921,-0.01151,-0.01352,-0.01415,-75.16,-78.83,-99.55,-94.17,-87.51,-86.63,1.1255,1.1255,1.1255,1.1255,1.1255,1.1255,20,5,1
21.27,23.76,20.28,20,24.88,26.38,44.13,30.12,15.11,6.86,11.52,10.65,-0.00232,-0.00203,-0.00246,-0.00273,-0.00194,-0.00187,-0.00148,-0.00133,-0.00147,-0.00153,-0.00118,-0.00112,-0.00106,-0.00098,-0.00104,-0.00106,-0.00087,-0.00084,-1.19518,-0.0007,-0.00073,-0.00074,-0.00064,-0.00062,0.01543,0.01434,0.01342,0.01177,0.00951,0.00823,96.31,97.27,97.06,97.16,98.16,98.39,0.05,0.08,-0.03,-0.14,-0.05,-0.1,-96.3,-97.66,-143.32,-142.24,-142.72,-182.72,-17.08,-45.68,-44.77,-38.1,-7.51,-6.55,-0.0104,-0.00967,-0.00913,-0.00809,-0.00663,-0.00572,-0.01644,-0.01843,-0.03026,-0.02174,-0.01698,-0.017,-0.01099,-0.01058,-0.01702,-0.00921,-0.01151,-0.01352,-84.29,-75.16,-78.83,-99.55,-94.17,-87.51,1.1203,1.1203,1.1203,1.1203,1.1203,1.1203,0,1,1
19.76,21.27,23.76,20.28,20,24.88,38.93,44.13,30.12,15.11,6.86,11.52,-0.00244,-0.00232,-0.00203,-0.00246,-0.00273,-0.00194,-0.00156,-0.00148,-0.00133,-0.00147,-0.00153,-0.00118,-0.00111,-0.00106,-0.00098,-0.00104,-0.00106,-0.00087,-1.19443,-0.00074,-0.0007,-0.00073,-0.00074,-0.00064,0.01677,0.01543,0.01434,0.01342,0.01177,0.00951,96.5,96.31,97.27,97.06,97.16,98.16,0.06,0.05,0.08,-0.03,-0.14,-0.05,-109.75,-96.3,-97.66,-143.32,-142.24,-142.72,-27.82,-17.08,-45.68,-44.77,-38.1,-7.51,-0.01113,-0.0104,-0.00967,-0.00913,-0.00809,-0.00663,-0.02413,-0.01644,-0.01843,-0.03026,-0.02174,-0.01698,-0.01379,-0.01099,-0.01058,-0.01702,-0.00921,-0.01151,-87.07,-84.29,-75.16,-78.83,-99.55,-94.17,1.1168,1.1168,1.1168,1.1168,1.1168,1.1168,4,1,0
22.48,19.76,21.27,23.76,20.28,20,35.14,38.93,44.13,30.12,15.11,6.86,-0.00205,-0.00244,-0.00232,-0.00203,-0.00246,-0.00273,-0.00143,-0.00156,-0.00148,-0.00133,-0.00147,-0.00153,-0.00105,-0.00111,-0.00106,-0.00098,-0.00104,-0.00106,-1.19366,-0.00077,-0.00074,-0.0007,-0.00073,-0.00074,0.01761,0.01677,0.01543,0.01434,0.01342,0.01177,96.34,96.5,96.31,97.27,97.06,97.16,0.13,0.06,0.05,0.08,-0.03,-0.14,-90.82,-109.75,-96.3,-97.66,-143.32,-142.24,-14.04,-27.82,-17.08,-45.68,-44.77,-38.1,-0.01144,-0.01113,-0.0104,-0.00967,-0.00913,-0.00809,-0.01655,-0.02413,-0.01644,-0.01843,-0.03026,-0.02174,-0.01223,-0.01379,-0.01099,-0.01058,-0.01702,-0.00921,-84.17,-87.07,-84.29,-75.16,-78.83,-99.55,1.1184,1.1184,1.1184,1.1184,1.1184,1.1184,8,1,0
32.55,22.48,19.76,21.27,23.76,20.28,48.6,35.14,38.93,44.13,30.12,15.11,-0.00123,-0.00205,-0.00244,-0.00232,-0.00203,-0.00246,-0.00112,-0.00143,-0.00156,-0.00148,-0.00133,-0.00147,-0.0009,-0.00105,-0.00111,-0.00106,-0.00098,-0.00104,-1.19291,-0.00075,-0.00077,-0.00074,-0.0007,-0.00073,0.01768,0.01761,0.01677,0.01543,0.01434,0.01342,97,96.34,96.5,96.31,97.27,97.06,0.26,0.13,0.06,0.05,0.08,-0.03,-58,-90.82,-109.75,-96.3,-97.66,-143.32,-33.67,-14.04,-27.82,-17.08,-45.68,-44.77,-0.01104,-0.01144,-0.01113,-0.0104,-0.00967,-0.00913,-0.0122,-0.01655,-0.02413,-0.01644,-0.01843,-0.03026,-0.00477,-0.01223,-0.01379,-0.01099,-0.01058,-0.01702,-72.29,-84.17,-87.07,-84.29,-75.16,-78.83,1.125,1.125,1.125,1.125,1.125,1.125,12,1,0
35.07,32.55,22.48,19.76,21.27,23.76,73.25,48.6,35.14,38.93,44.13,30.12,-0.00094,-0.00123,-0.00205,-0.00244,-0.00232,-0.00203,-0.00101,-0.00112,-0.00143,-0.00156,-0.00148,-0.00133,-0.00085,-0.0009,-0.00105,-0.00111,-0.00106,-0.00098,-1.19224,-0.00068,-0.00075,-0.00077,-0.00074,-0.0007,0.01741,0.01768,0.01761,0.01677,0.01543,0.01434,97.22,97,96.34,96.5,96.31,97.27,0.31,0.26,0.13,0.06,0.05,0.08,-37.38,-58,-90.82,-109.75,-96.3,-97.66,-26.94,-33.67,-14.04,-27.82,-17.08,-45.68,-0.01045,-0.01104,-0.01144,-0.01113,-0.0104,-0.00967,-0.00805,-0.0122,-0.01655,-0.02413,-0.01644,-0.01843,-0.00253,-0.00477,-0.01223,-0.01379,-0.01099,-0.01058,-68.99,-72.29,-84.17,-87.07,-84.29,-75.16,1.1268,1.1268,1.1268,1.1268,1.1268,1.1268,16,1,0
36.56,35.07,32.55,22.48,19.76,21.27,89.04,73.25,48.6,35.14,38.93,44.13,-0.00075,-0.00094,-0.00123,-0.00205,-0.00244,-0.00232,-0.00092,-0.00101,-0.00112,-0.00143,-0.00156,-0.00148,-0.00081,-0.00085,-0.0009,-0.00105,-0.00111,-0.00106,-1.19158,-0.00065,-0.00068,-0.00075,-0.00077,-0.00074,0.01698,0.01741,0.01768,0.01761,0.01677,0.01543,97.04,97.22,97,96.34,96.5,96.31,0.34,0.31,0.26,0.13,0.06,0.05,-14.72,-37.38,-58,-90.82,-109.75,-96.3,-23.95,-26.94,-33.67,-14.04,-27.82,-17.08,-0.00979,-0.01045,-0.01104,-0.01144,-0.01113,-0.0104,-0.00486,-0.00805,-0.0122,-0.01655,-0.02413,-0.01644,-0.00035,-0.00253,-0.00477,-0.01223,-0.01379,-0.01099,-67.07,-68.99,-72.29,-84.17,-87.07,-84.29,1.1279,1.1279,1.1279,1.1279,1.1279,1.1279,20,1,1
33.35,36.56,35.07,32.55,22.48,19.76,84.41,89.04,73.25,48.6,35.14,38.93,-0.00107,-0.00075,-0.00094,-0.00123,-0.00205,-0.00244,-0.00105,-0.00092,-0.00101,-0.00112,-0.00143,-0.00156,-0.00088,-0.00081,-0.00085,-0.0009,-0.00105,-0.00111,-1.19095,-0.00063,-0.00065,-0.00068,-0.00075,-0.00077,0.0161,0.01698,0.01741,0.01768,0.01761,0.01677,97.2,97.04,97.22,97,96.34,96.5,0.3,0.34,0.31,0.26,0.13,0.06,-21.77,-14.72,-37.38,-58,-90.82,-109.75,-5.14,-23.95,-26.94,-33.67,-14.04,-27.82,-0.00949,-0.00979,-0.01045,-0.01104,-0.01144,-0.01113,-0.00576,-0.00486,-0.00805,-0.0122,-0.01655,-0.02413,-0.00077,-0.00035,-0.00253,-0.00477,-0.01223,-0.01379,-69.93,-67.07,-68.99,-72.29,-84.17,-87.07,1.1237,1.1237,1.1237,1.1237,1.1237,1.1237,0,2,0
34.99,33.35,36.56,35.07,32.55,22.48,73.54,84.41,89.04,73.25,48.6,35.14,-0.00087,-0.00107,-0.00075,-0.00094,-0.00123,-0.00205,-0.00097,-0.00105,-0.00092,-0.00101,-0.00112,-0.00143,-0.00084,-0.00088,-0.00081,-0.00085,-0.0009,-0.00105,-1.19028,-0.00067,-0.00063,-0.00065,-0.00068,-0.00075,0.01544,0.0161,0.01698,0.01741,0.01768,0.01761,98.83,97.2,97.04,97.22,97,96.34,0.34,0.3,0.34,0.31,0.26,0.13,-15.12,-21.77,-14.72,-37.38,-58,-90.82,-2.79,-5.14,-23.95,-26.94,-33.67,-14.04,-0.00905,-0.00949,-0.00979,-0.01045,-0.01104,-0.01144,-0.00524,-0.00576,-0.00486,-0.00805,-0.0122,-0.01655,-0.0026,-0.00077,-0.00035,-0.00253,-0.00477,-0.01223,-48.61,-69.93,-67.07,-68.99,-72.29,-84.17,1.1248,1.1248,1.1248,1.1248,1.1248,1.1248,4,2,0
34.12,34.99,33.35,36.56,35.07,32.55,51.02,73.54,84.41,89.04,73.25,48.6,-0.00088,-0.00087,-0.00107,-0.00075,-0.00094,-0.00123,-0.00097,-0.00097,-0.00105,-0.00092,-0.00101,-0.00112,-0.00084,-0.00084,-0.00088,-0.00081,-0.00085,-0.0009,-1.18963,-0.00065,-0.00067,-0.00063,-0.00065,-0.00068,0.01431,0.01544,0.0161,0.01698,0.01741,0.01768,98.89,98.83,97.2,97.04,97.22,97,0.34,0.34,0.3,0.34,0.31,0.26,-9.89,-15.12,-21.77,-14.72,-37.38,-58,-3.08,-2.79,-5.14,-23.95,-26.94,-33.67,-0.00869,-0.00905,-0.00949,-0.00979,-0.01045,-0.01104,-0.00417,-0.00524,-0.00576,-0.00486,-0.00805,-0.0122,-0.00234,-0.0026,-0.00077,-0.00035,-0.00253,-0.00477,-49.04,-48.61,-69.93,-67.07,-68.99,-72.29,1.1238,1.1238,1.1238,1.1238,1.1238,1.1238,8,2,0
45.18,34.12,34.99,33.35,36.56,35.07,57.28,51.02,73.54,84.41,89.04,73.25,-0.00004,-0.00088,-0.00087,-0.00107,-0.00075,-0.00094,-0.00062,-0.00097,-0.00097,-0.00105,-0.00092,-0.00101,-0.00067,-0.00084,-0.00084,-0.00088,-0.00081,-0.00085,-1.18897,-0.00066,-0.00065,-0.00067,-0.00063,-0.00065,0.01291,0.01431,0.01544,0.0161,0.01698,0.01741,99.62,98.89,98.83,97.2,97.04,97.22,0.5,0.34,0.34,0.3,0.34,0.31,102.58,-9.89,-15.12,-21.77,-14.72,-37.38,-1.68,-3.08,-2.79,-5.14,-23.95,-26.94,-0.00768,-0.00869,-0.00905,-0.00949,-0.00979,-0.01045,-0.00598,-0.00417,-0.00524,-0.00576,-0.00486,-0.00805,0.00623,-0.00234,-0.0026,-0.00077,-0.00035,-0.00253,-18.75,-49.04,-48.61,-69.93,-67.07,-68.99,1.1318,1.1318,1.1318,1.1318,1.1318,1.1318,12,2,1
47.56,45.18,34.12,34.99,33.35,36.56,71.15,57.28,51.02,73.54,84.41,89.04,0.00016,-0.00004,-0.00088,-0.00087,-0.00107,-0.00075,-0.00052,-0.00062,-0.00097,-0.00097,-0.00105,-0.00092,-0.00061,-0.00067,-0.00084,-0.00084,-0.00088,-0.00081,-1.18841,-0.00057,-0.00066,-0.00065,-0.00067,-0.00063,0.01145,0.01291,0.01431,0.01544,0.0161,0.01698,100.02,99.62,98.89,98.83,97.2,97.04,0.57,0.5,0.34,0.34,0.3,0.34,147.21,102.58,-9.89,-15.12,-21.77,-14.72,14.73,-1.68,-3.08,-2.79,-5.14,-23.95,-0.00663,-0.00768,-0.00869,-0.00905,-0.00949,-0.00979,-0.00297,-0.00598,-0.00417,-0.00524,-0.00576,-0.00486,0.00484,0.00623,-0.00234,-0.0026,-0.00077,-0.00035,-6.92,-18.75,-49.04,-48.61,-69.93,-67.07,1.1338,1.1338,1.1338,1.1338,1.1338,1.1338,16,2,0
49.25,47.56,45.18,34.12,34.99,33.35,76.31,71.15,57.28,51.02,73.54,84.41,0.00028,0.00016,-0.00004,-0.00088,-0.00087,-0.00107,-0.00044,-0.00052,-0.00062,-0.00097,-0.00097,-0.00105,-0.00057,-0.00061,-0.00067,-0.00084,-0.00084,-0.00088,-1.18786,-0.00054,-0.00057,-0.00066,-0.00065,-0.00067,0.00941,0.01145,0.01291,0.01431,0.01544,0.0161,101.07,100.02,99.62,98.89,98.83,97.2,0.68,0.57,0.5,0.34,0.34,0.3,209.73,147.21,102.58,-9.89,-15.12,-21.77,18.57,14.73,-1.68,-3.08,-2.79,-5.14,-0.00563,-0.00663,-0.00768,-0.00869,-0.00905,-0.00949,0.00336,-0.00297,-0.00598,-0.00417,-0.00524,-0.00576,0.01227,0.00484,0.00623,-0.00234,-0.0026,-0.00077,-21.56,-6.92,-18.75,-49.04,-48.61,-69.93,1.1352,1.1352,1.1352,1.1352,1.1352,1.1352,20,2,1
52.51,49.25,47.56,45.18,34.12,34.99,77.07,76.31,71.15,57.28,51.02,73.54,0.00052,0.00028,0.00016,-0.00004,-0.00088,-0.00087,-0.00031,-0.00044,-0.00052,-0.00062,-0.00097,-0.00097,-0.00051,-0.00057,-0.00061,-0.00067,-0.00084,-0.00084,-1.18734,-0.00052,-0.00054,-0.00057,-0.00066,-0.00065,0.00819,0.00941,0.01145,0.01291,0.01431,0.01544,101.3,101.07,100.02,99.62,98.89,98.83,0.88,0.68,0.57,0.5,0.34,0.34,157.99,209.73,147.21,102.58,-9.89,-15.12,7.68,18.57,14.73,-1.68,-3.08,-2.79,-0.00455,-0.00563,-0.00663,-0.00768,-0.00869,-0.00905,0.00293,0.00336,-0.00297,-0.00598,-0.00417,-0.00524,0.00712,0.01227,0.00484,0.00623,-0.00234,-0.0026,-12.86,-21.56,-6.92,-18.75,-49.04,-48.61,1.138,1.138,1.138,1.138,1.138,1.138,0,3,1
47.23,52.51,49.25,47.56,45.18,34.12,66.62,77.07,76.31,71.15,57.28,51.02,0.00004,0.00052,0.00028,0.00016,-0.00004,-0.00088,-0.00048,-0.00031,-0.00044,-0.00052,-0.00062,-0.00097,-0.00059,-0.00051,-0.00057,-0.00061,-0.00067,-0.00084,-1.18685,-0.00049,-0.00052,-0.00054,-0.00057,-0.00066,0.00814,0.00819,0.00941,0.01145,0.01291,0.01431,100.71,101.3,101.07,100.02,99.62,98.89,0.72,0.88,0.68,0.57,0.5,0.34,105.1,157.99,209.73,147.21,102.58,-9.89,7.84,7.68,18.57,14.73,-1.68,-3.08,-0.00401,-0.00455,-0.00563,-0.00663,-0.00768,-0.00869,0.00159,0.00293,0.00336,-0.00297,-0.00598,-0.00417,0.00685,0.00712,0.01227,0.00484,0.00623,-0.00234,-26.91,-12.86,-21.56,-6.92,-18.75,-49.04,1.1335,1.1335,1.1335,1.1335,1.1335,1.1335,4,3,1
49.67,47.23,52.51,49.25,47.56,45.18,64.89,66.62,77.07,76.31,71.15,57.28,0.00023,0.00004,0.00052,0.00028,0.00016,-0.00004,-0.00038,-0.00048,-0.00031,-0.00044,-0.00052,-0.00062,-0.00053,-0.00059,-0.00051,-0.00057,-0.00061,-0.00067,-1.18632,-0.00053,-0.00049,-0.00052,-0.00054,-0.00057,0.00827,0.00814,0.00819,0.00941,0.01145,0.01291,101.35,100.71,101.3,101.07,100.02,99.62,0.81,0.72,0.88,0.68,0.57,0.5,88.8,105.1,157.99,209.73,147.21,102.58,7.7,7.84,7.68,18.57,14.73,-1.68,-0.00339,-0.00401,-0.00455,-0.00563,-0.00663,-0.00768,0.001,0.00159,0.00293,0.00336,-0.00297,-0.00598,0.00435,0.00685,0.00712,0.01227,0.00484,0.00623,-20.64,-26.91,-12.86,-21.56,-6.92,-18.75,1.1355,1.1355,1.1355,1.1355,1.1355,1.1355,8,3,1
50.53,49.67,47.23,52.51,49.25,47.56,52.97,64.89,66.62,77.07,76.31,71.15,0.00027,0.00023,0.00004,0.00052,0.00028,0.00016,-0.00034,-0.00038,-0.00048,-0.00031,-0.00044,-0.00052,-0.00051,-0.00053,-0.00059,-0.00051,-0.00057,-0.00061,-1.18581,-0.00051,-0.00053,-0.00049,-0.00052,-0.00054,0.00846,0.00827,0.00814,0.00819,0.00941,0.01145,101.74,101.35,100.71,101.3,101.07,100.02,0.84,0.81,0.72,0.88,0.68,0.57,84.56,88.8,105.1,157.99,209.73,147.21,19.28,7.7,7.84,7.68,18.57,14.73,-0.0028,-0.00339,-0.00401,-0.00455,-0.00563,-0.00663,0.00002,0.001,0.00159,0.00293,0.00336,-0.00297,0.00556,0.00435,0.00685,0.00712,0.01227,0.00484,-22.08,-20.64,-26.91,-12.86,-21.56,-6.92,1.1362,1.1362,1.1362,1.1362,1.1362,1.1362,12,3,1
49.04,50.53,49.67,47.23,52.51,49.25,49.15,52.97,64.89,66.62,77.07,76.31,0.00014,0.00027,0.00023,0.00004,0.00052,0.00028,-0.00037,-0.00034,-0.00038,-0.00048,-0.00031,-0.00044,-0.00052,-0.00051,-0.00053,-0.00059,-0.00051,-0.00057,-1.18532,-0.00049,-0.00051,-0.00053,-0.00049,-0.00052,0.00855,0.00846,0.00827,0.00814,0.00819,0.00941,101.49,101.74,101.35,100.71,101.3,101.07,0.78,0.84,0.81,0.72,0.88,0.68,74.73,84.56,88.8,105.1,157.99,209.73,10.14,19.28,7.7,7.84,7.68,18.57,-0.0024,-0.0028,-0.00339,-0.00401,-0.00455,-0.00563,0.00119,0.00002,0.001,0.00159,0.00293,0.00336,0.0051,0.00556,0.00435,0.00685,0.00712,0.01227,-30.21,-22.08,-20.64,-26.91,-12.86,-21.56,1.135,1.135,1.135,1.135,1.135,1.135,16,3,1
49.53,49.04,50.53,49.67,47.23,52.51,47.03,49.15,52.97,64.89,66.62,77.07,0.00016,0.00014,0.00027,0.00023,0.00004,0.00052,-0.00034,-0.00037,-0.00034,-0.00038,-0.00048,-0.00031,-0.00051,-0.00052,-0.00051,-0.00053,-0.00059,-0.00051,-1.18482,-0.0005,-0.00049,-0.00051,-0.00053,-0.00049,0.00833,0.00855,0.00846,0.00827,0.00814,0.00819,100.93,101.49,101.74,101.35,100.71,101.3,0.77,0.78,0.84,0.81,0.72,0.88,44,74.73,84.56,88.8,105.1,157.99,9.97,10.14,19.28,7.7,7.84,7.68,-0.00204,-0.0024,-0.0028,-0.00339,-0.00401,-0.00455,-0.00266,0.00119,0.00002,0.001,0.00159,0.00293,0.00291,0.0051,0.00556,0.00435,0.00685,0.00712,-33.83,-30.21,-22.08,-20.64,-26.91,-12.86,1.1354,1.1354,1.1354,1.1354,1.1354,1.1354,20,3,1
41.49,49.53,49.04,50.53,49.67,47.23,34.51,47.03,49.15,52.97,64.89,66.62,-0.0005,0.00016,0.00014,0.00027,0.00023,0.00004,-0.00059,-0.00034,-0.00037,-0.00034,-0.00038,-0.00048,-0.00063,-0.00051,-0.00052,-0.00051,-0.00053,-0.00059,-1.18432,-0.00049,-0.0005,-0.00049,-0.00051,-0.00053,0.00777,0.00833,0.00855,0.00846,0.00827,0.00814,100.16,100.93,101.49,101.74,101.35,100.71,0.49,0.77,0.78,0.84,0.81,0.72,-9.01,44,74.73,84.56,88.8,105.1,0.99,9.97,10.14,19.28,7.7,7.84,-0.00226,-0.00204,-0.0024,-0.0028,-0.00339,-0.00401,-0.00507,-0.00266,0.00119,0.00002,0.001,0.00159,0.00425,0.00291,0.0051,0.00556,0.00435,0.00685,-68.11,-33.83,-30.21,-22.08,-20.64,-26.91,1.1286,1.1286,1.1286,1.1286,1.1286,1.1286,0,4,0
41.41,41.49,49.53,49.04,50.53,49.67,24.77,34.51,47.03,49.15,52.97,64.89,-0.00046,-0.0005,0.00016,0.00014,0.00027,0.00023,-0.00057,-0.00059,-0.00034,-0.00037,-0.00034,-0.00038,-0.00062,-0.00063,-0.00051,-0.00052,-0.00051,-0.00053,-1.18377,-0.00055,-0.00049,-0.0005,-0.00049,-0.00051,0.00739,0.00777,0.00833,0.00855,0.00846,0.00827,100.06,100.16,100.93,101.49,101.74,101.35,0.48,0.49,0.77,0.78,0.84,0.81,-54.7,-9.01,44,74.73,84.56,88.8,1.32,0.99,9.97,10.14,19.28,7.7,-0.00242,-0.00226,-0.00204,-0.0024,-0.0028,-0.00339,-0.00489,-0.00507,-0.00266,0.00119,0.00002,0.001,-0.00253,0.00425,0.00291,0.0051,0.00556,0.00435,-68.46,-68.11,-33.83,-30.21,-22.08,-20.64,1.1286,1.1286,1.1286,1.1286,1.1286,1.1286,4,4,0
40.04,41.41,41.49,49.53,49.04,50.53,11.09,24.77,34.51,47.03,49.15,52.97,-0.00053,-0.00046,-0.0005,0.00016,0.00014,0.00027,-0.0006,-0.00057,-0.00059,-0.00034,-0.00037,-0.00034,-0.00063,-0.00062,-0.00063,-0.00051,-0.00052,-0.00051,-1.18322,-0.00055,-0.00055,-0.00049,-0.0005,-0.00049,0.00667,0.00739,0.00777,0.00833,0.00855,0.00846,100.32,100.06,100.16,100.93,101.49,101.74,0.42,0.48,0.49,0.77,0.78,0.84,-75.63,-54.7,-9.01,44,74.73,84.56,0.68,1.32,0.99,9.97,10.14,19.28,-0.00262,-0.00242,-0.00226,-0.00204,-0.0024,-0.0028,-0.00527,-0.00489,-0.00507,-0.00266,0.00119,0.00002,-0.00211,-0.00253,0.00425,0.00291,0.0051,0.00556,-74.64,-68.46,-68.11,-33.83,-30.21,-22.08,1.1274,1.1274,1.1274,1.1274,1.1274,1.1274,8,4,0
